 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
7150 sequences read into 7150 blocks, (7150 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<1000 scored
Adjacent sequences scored with bonus of 10
141196 pairs collected
144024
 npairs = 144024
pre_order  npairs = 144024
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 1660
pack_lists 6982/7150 blocks moved

New sequence order is:
* Block 0 <=== 320	USER>>AACN010607701.1/895-1033	  139   [+0+] AACN010607701.1/895-1033 Canis familiaris ctg19866851718594, whole genome shotgun sequence.
* Block 742 <=== 2549	USER>>AABR05053590.1/5302-5111	  192   [+1+] AABR05053590.1/5302-5111 Rattus norvegicus strain BN/SsNHsdMCW Contig53566, whole genome shotgun sequence.
* Block 743 <=== 2130	USER>>AAKN02013677.1/214771-214582	  190   [+0+] AAKN02013677.1/214771-214582 Cavia porcellus strain inbred line 2N cont2.13676, whole genome shotgun sequence.
* Block 744 <=== 2836	USER>>AAKN02003254.1/48934-49122	  189   [+0+] AAKN02003254.1/48934-49122 Cavia porcellus strain inbred line 2N cont2.3253, whole genome shotgun sequence.
* Block 745 <=== 2161	USER>>ABRT010301018.1/1507-1332	  176   [+0+] ABRT010301018.1/1507-1332 Tarsius syrichta cont1.301017, whole genome shotgun sequence.
* Block 746 <=== 2160	USER>>AEKQ01236482.1/986-1155	  170   [+4+] AEKQ01236482.1/986-1155 Mus musculus strain C57BL/6J cont1.236481, whole genome shotgun sequence.
* Block 747 <=== 2088	USER>>AADC01133084.1/85168-85027	  142   [+13+] AADC01133084.1/85168-85027 Homo sapiens chromosome 18 CSA:133083 contig 133083 scaffold 35540, whole genome shotgun sequence.
* Block 748 <=== 2087	USER>>AETI01005022.1/6192-6376	  185   [+2+] AETI01005022.1/6192-6376 Ascaris suum AST_contig005022, whole genome shotgun sequence.
* Block 749 <=== 2800	USER>>AALT01516114.1/1035-833	  203   [+0+] AALT01516114.1/1035-833 Sorex araneus cont1.516113, whole genome shotgun sequence.
* Block 750 <=== 3019	USER>>ACBE01562425.1/406-249	  158   [+1+] ACBE01562425.1/406-249 Felis catus c574402652.Contig1, whole genome shotgun sequence.
* Block 751 <=== 2912	USER>>AAGV020147194.1/860-676	  185   [+0+] AAGV020147194.1/860-676 Dasypus novemcinctus cont2.147193, whole genome shotgun sequence.
* Block 752 <=== 1085	USER>>AGCE01058010.1/775-949	  175   [+0+] AGCE01058010.1/775-949 Saimiri boliviensis boliviensis contig058010, whole genome shotgun sequence.
* Block 753 <=== 1638	USER>>AGAT01013116.1/2301-2100	  202   [+0+] AGAT01013116.1/2301-2100 Oryza brachyantha chr07_1238, whole genome shotgun sequence.
* Block 754 <=== 293	USER>>AAIY01585444.1/21511-21701	  191   [+0+] AAIY01585444.1/21511-21701 Echinops telfairi cont1.585445, whole genome shotgun sequence.
* Block 755 <=== 294	USER>>AAGV020368213.1/7863-7750	  114   [+0+] AAGV020368213.1/7863-7750 Dasypus novemcinctus cont2.368212, whole genome shotgun sequence.
* Block 756 <=== 2850	USER>>AANN01627575.1/3531-3334	  198   [+0+] AANN01627575.1/3531-3334 Erinaceus europaeus cont1.627574, whole genome shotgun sequence.
* Block 757 <=== 1748	USER>>BAAE01197098.1/310-119	  192   [+0+] BAAE01197098.1/310-119 Oryzias latipes DNA, contig197022 in scaffold12289, strain: HNI.
* Block 758 <=== 1203	USER>>AFYH01200320.1/3403-3594	  192   [+0+] AFYH01200320.1/3403-3594 Latimeria chalumnae contig200320, whole genome shotgun sequence.
* Block 759 <=== 1770	USER>>AAGW02006917.1/80411-80582	  172   [+0+] AAGW02006917.1/80411-80582 Oryctolagus cuniculus cont2.6916, whole genome shotgun sequence.
* Block 760 <=== 2341	USER>>AEYP01044894.1/78898-78732	  167   [+0+] AEYP01044894.1/78898-78732 Mustela putorius furo contig044894, whole genome shotgun sequence.
* Block 761 <=== 2216	USER>>AAPE02044724.1/13211-13391	  181   [+0+] AAPE02044724.1/13211-13391 Myotis lucifugus cont2.44723, whole genome shotgun sequence.
* Block 762 <=== 1772	USER>>AAGW02048113.1/5019-5130	  112   [+0+] AAGW02048113.1/5019-5130 Oryctolagus cuniculus cont2.48112, whole genome shotgun sequence.
* Block 763 <=== 1773	USER>>AFSB01236229.1/4903-5093	  191   [+0+] AFSB01236229.1/4903-5093 Heterocephalus glaber contig236229, whole genome shotgun sequence.
* Block 764 <=== 663	USER>>ABRT010289043.1/407-217	  191   [+0+] ABRT010289043.1/407-217 Tarsius syrichta cont1.289042, whole genome shotgun sequence.
* Block 765 <=== 662	USER>>ABRT010313116.1/433-247	  187   [+0+] ABRT010313116.1/433-247 Tarsius syrichta cont1.313115, whole genome shotgun sequence.
* Block 766 <=== 1204	USER>>AGCE01027229.1/24871-24983	  113   [+0+] AGCE01027229.1/24871-24983 Saimiri boliviensis boliviensis contig027229, whole genome shotgun sequence.
* Block 767 <=== 660	USER>>ABRT010137133.1/7006-6833	  174   [+0+] ABRT010137133.1/7006-6833 Tarsius syrichta cont1.137132, whole genome shotgun sequence.
* Block 768 <=== 661	USER>>ABDC01322010.1/1282-1117	  166   [+0+] ABDC01322010.1/1282-1117 Microcebus murinus cont1.322009, whole genome shotgun sequence.
* Block 769 <=== 187	USER>>AAIY01135360.1/1654-1464	  191   [+0+] AAIY01135360.1/1654-1464 Echinops telfairi cont1.135359, whole genome shotgun sequence.
* Block 770 <=== 919	USER>>AAIY01606393.1/274-84	  191   [+0+] AAIY01606393.1/274-84 Echinops telfairi cont1.606394, whole genome shotgun sequence.
* Block 771 <=== 918	USER>>AAQR03021226.1/5575-5764	  190   [+0+] AAQR03021226.1/5575-5764 Otolemur garnettii contig021226, whole genome shotgun sequence.
* Block 772 <=== 779	USER>>AAQR03147760.1/30816-30635	  182   [+0+] AAQR03147760.1/30816-30635 Otolemur garnettii contig147760, whole genome shotgun sequence.
* Block 773 <=== 780	USER>>AGTP01095770.1/52851-53034	  184   [+1+] AGTP01095770.1/52851-53034 Spermophilus tridecemlineatus contig095770, whole genome shotgun sequence.
* Block 774 <=== 781	USER>>ACFV01068893.1/17871-17636	  236   [+0+] ACFV01068893.1/17871-17636 Callithrix jacchus Contig98.155, whole genome shotgun sequence.
* Block 775 <=== 959	USER>>AC212273.3/59030-58834	  197   [+4+] AC212273.3/59030-58834 Macaca mulatta BAC CH250-404H19 (Children's Hospital Oakland Research Institute Rhesus macaque Adult Male BAC Library) complete sequence.
* Block 776 <=== 782	USER>>ADFV01017279.1/7386-7579	  194   [+11+] ADFV01017279.1/7386-7579 Nomascus leucogenys contig_62278, whole genome shotgun sequence.
* Block 777 <=== 958	USER>>AANG01035381.1/916-1105	  190   [+1+] AANG01035381.1/916-1105 Felis catus cont1.035380, whole genome shotgun sequence.
* Block 778 <=== 1797	USER>>ABRT010616298.1/1642-1802	  161   [+0+] ABRT010616298.1/1642-1802 Tarsius syrichta cont1.616297, whole genome shotgun sequence.
* Block 779 <=== 1818	USER>>AAPE02055351.1/16903-16719	  185   [+0+] AAPE02055351.1/16903-16719 Myotis lucifugus cont2.55350, whole genome shotgun sequence.
* Block 780 <=== 1905	USER>>AC121236.18/61727-61838	  112   [+1+] AC121236.18/61727-61838 Medicago truncatula clone mth2-12m19, complete sequence.
* Block 781 <=== 2630	USER>>AAGV021060070.1/296-408	  113   [+0+] AAGV021060070.1/296-408 Dasypus novemcinctus cont2.1060069, whole genome shotgun sequence.
* Block 782 <=== 3831	USER>>ACJG01008728.1/6615-6476	  140   [+3+] ACJG01008728.1/6615-6476 Daphnia pulex DAPPTscaffold_326_Cont8728, whole genome shotgun sequence.
* Block 783 <=== 3483	USER>>AAVX01016612.1/629-493	  137   [+0+] AAVX01016612.1/629-493 Callorhinchus milii scaf_1099306877280, whole genome shotgun sequence.
* Block 784 <=== 3482	USER>>AAYZ01543470.1/576-674	   99   [+0+] AAYZ01543470.1/576-674 Ochotona princeps cont2.543469, whole genome shotgun sequence.
* Block 785 <=== 2731	USER>>ADFV01017279.1/39971-39849	  123   [+0+] ADFV01017279.1/39971-39849 Nomascus leucogenys contig_62278, whole genome shotgun sequence.
* Block 786 <=== 2732	USER>>AAMC01187203.1/348-252	   97   [+1+] AAMC01187203.1/348-252 Xenopus (Silurana) tropicalis XENTRscaffold_18015_Cont187203, whole genome shotgun sequence.
* Block 787 <=== 3173	USER>>ABDC01209842.1/1925-1731	  195   [+0+] ABDC01209842.1/1925-1731 Microcebus murinus cont1.209841, whole genome shotgun sequence.
* Block 788 <=== 917	USER>>ADFV01043984.1/15061-14897	  165   [+0+] ADFV01043984.1/15061-14897 Nomascus leucogenys contig_88988, whole genome shotgun sequence.
* Block 789 <=== 2661	USER>>CAEC01498548.1/108-304	  197   [+16+] CAEC01498548.1/108-304 Macaca fascicularis, whole genome shotgun sequence, contig chr5_15238
* Block 790 <=== 2283	USER>>AEYP01029568.1/2129-1950	  180   [+0+] AEYP01029568.1/2129-1950 Mustela putorius furo contig029568, whole genome shotgun sequence.
* Block 791 <=== 2356	USER>>AAEX03003770.1/48050-48214	  165   [+0+] AAEX03003770.1/48050-48214 Canis lupus familiaris cont3.3770, whole genome shotgun sequence.
* Block 792 <=== 2837	USER>>AAYZ01175740.1/10672-10866	  195   [+0+] AAYZ01175740.1/10672-10866 Ochotona princeps cont2.175739, whole genome shotgun sequence.
* Block 793 <=== 2816	USER>>AAEX03026121.1/39475-39648	  174   [+0+] AAEX03026121.1/39475-39648 Canis lupus familiaris cont3.26121, whole genome shotgun sequence.
* Block 794 <=== 2817	USER>>AANN01073826.1/857-964	  108   [+1+] AANN01073826.1/857-964 Erinaceus europaeus cont1.073825, whole genome shotgun sequence.
* Block 795 <=== 3029	USER>>AABR05015248.1/6897-7023	  127   [+1+] AABR05015248.1/6897-7023 Rattus norvegicus strain BN/SsNHsdMCW Contig15241, whole genome shotgun sequence.
* Block 796 <=== 3028	USER>>AABR05163133.1/14901-14990	   90   [+1+] AABR05163133.1/14901-14990 Rattus norvegicus strain BN/SsNHsdMCW Contig163082, whole genome shotgun sequence.
* Block 797 <=== 1765	USER>>AEHL01180767.1/1812-1622	  191   [+0+] AEHL01180767.1/1812-1622 Macaca fascicularis contig180767, whole genome shotgun sequence.
* Block 798 <=== 1740	USER>>AEHK01103065.1/19741-19557	  185   [+0+] AEHK01103065.1/19741-19557 Macaca mulatta contig103065, whole genome shotgun sequence.
* Block 799 <=== 740	USER>>ACTA01058551.1/33467-33297	  171   [+0+] ACTA01058551.1/33467-33297 Ailuropoda melanoleuca scaffold1138_5, whole genome shotgun sequence.
* Block 800 <=== 1219	USER>>ABRO01352280.1/8869-8672	  198   [+0+] ABRO01352280.1/8869-8672 Dipodomys ordii cont1.352279, whole genome shotgun sequence.
* Block 801 <=== 271	USER>>AC245978.6/126716-126554	  163   [+3+] AC245978.6/126716-126554 Solanum lycopersicum strain Heinz 1706 chromosome 1 clone slm-3l17 map 1, complete sequence.
* Block 802 <=== 424	USER>>BABP01004688.1/3430-3236	  195   [+3+] BABP01004688.1/3430-3236 Solanum lycopersicum DNA, contig: SlSBM_S00383_02, strain: Heinz 1706.
* Block 803 <=== 282	USER>>AFNB01022338.1/1-101	  101   [+0+] AFNB01022338.1/1-101 Arabidopsis thaliana ecotype C24, whole genome shotgun sequence.
* Block 804 <=== 281	USER>>AGFK01051727.1/1218-1086	  133   [+0+] AGFK01051727.1/1218-1086 Solanum pimpinellifolium contig_6422279, whole genome shotgun sequence.
* Block 805 <=== 283	USER>>AFNA01024189.1/15869-15739	  131   [+3+] AFNA01024189.1/15869-15739 Arabidopsis thaliana ecotype Bur-0, whole genome shotgun sequence.
* Block 806 <=== 425	USER>>AFAN01000032.1/3221471-3221352	  120   [+1+] AFAN01000032.1/3221471-3221352 Eutrema parvulum chromosome 6 chr6-5-c2, whole genome shotgun sequence.
* Block 807 <=== 430	USER>>AFAN01000001.1/5352214-5352330	  117   [+0+] AFAN01000001.1/5352214-5352330 Eutrema parvulum chromosome 1 chr1-1-c1, whole genome shotgun sequence.
* Block 808 <=== 429	USER>>AC149080.14/20625-20518	  108   [+1+] AC149080.14/20625-20518 Medicago truncatula clone mth2-75j5, complete sequence.
* Block 809 <=== 428	USER>>ACTP01002203.1/49842-49648	  195   [+0+] ACTP01002203.1/49842-49648 Glycine max chromosome 3 GLYMAchr_03_Cont2203, whole genome shotgun sequence.
* Block 810 <=== 286	USER>>AC205391.2/51500-51692	  193   [+0+] AC205391.2/51500-51692 Medicago truncatula chromosome 2 BAC clone mth2-38p15, complete sequence.
* Block 811 <=== 280	USER>>AENI01001906.1/40296-40108	  189   [+0+] AENI01001906.1/40296-40108 Brassica rapa Chr2_767, whole genome shotgun sequence.
* Block 812 <=== 276	USER>>ACTP01007970.1/48551-48379	  173   [+0+] ACTP01007970.1/48551-48379 Glycine max chromosome 13 GLYMAchr_13_Cont7970, whole genome shotgun sequence.
* Block 813 <=== 279	USER>>AENI01005584.1/3386-3194	  193   [+0+] AENI01005584.1/3386-3194 Brassica rapa Chr6_888, whole genome shotgun sequence.
* Block 814 <=== 278	USER>>BABK01018256.1/617-802	  186   [+0+] BABK01018256.1/617-802 Lotus japonicus DNA, contig: LjSGA_035071.
* Block 815 <=== 284	USER>>ADBK01000993.1/16558-16371	  188   [+0+] ADBK01000993.1/16558-16371 Arabidopsis lyrata subsp. lyrata ARALYscaffold_5_Cont993, whole genome shotgun sequence.
* Block 816 <=== 287	USER>>ACHR01005169.1/4163-3963	  201   [+1+] ACHR01005169.1/4163-3963 Cucumis sativus contig5169, whole genome shotgun sequence.
* Block 817 <=== 274	USER>>BABP01091872.1/2903-2709	  195   [+1+] BABP01091872.1/2903-2709 Solanum lycopersicum DNA, contig: SlSBM_058606_01, strain: Heinz 1706.
* Block 818 <=== 277	USER>>ACYM01115479.1/3491-3321	  171   [+0+] ACYM01115479.1/3491-3321 Malus x domestica MDC019012.379b, whole genome shotgun sequence.
* Block 819 <=== 296	USER>>ACTP01002091.1/5707-5512	  196   [+0+] ACTP01002091.1/5707-5512 Glycine max chromosome 3 GLYMAchr_03_Cont2091, whole genome shotgun sequence.
* Block 820 <=== 256	USER>>AGQN01250712.1/4141-3954	  188   [+0+] AGQN01250712.1/4141-3954 Cannabis sativa strain Purple Kush scaffold95435_2, whole genome shotgun sequence.
* Block 821 <=== 266	USER>>ADBK01000984.1/212901-213093	  193   [+0+] ADBK01000984.1/212901-213093 Arabidopsis lyrata subsp. lyrata ARALYscaffold_5_Cont984, whole genome shotgun sequence.
* Block 822 <=== 261	USER>>AENI01008552.1/3068-2879	  190   [+1+] AENI01008552.1/3068-2879 Brassica rapa Chr9_1322, whole genome shotgun sequence.
* Block 823 <=== 262	USER>>AC148775.2/82246-82052	  195   [+0+] AC148775.2/82246-82052 Medicago truncatula chromosome 2 clone mth2-62i21, complete sequence.
* Block 824 <=== 273	USER>>CT027662.1/39125-38930	  196   [+0+] CT027662.1/39125-38930 Medicago truncatula chromosome 5 clone mth2-106e24, COMPLETE SEQTENCE.
* Block 825 <=== 258	USER>>BACC01003807.1/29790-29994	  205   [+0+] BACC01003807.1/29790-29994 Hordeum vulgare subsp. vulgare DNA chromosome 3H, BAC contig: 231250con882, cultivar: Haruna Nijo.
* Block 826 <=== 249	USER>>ACYM01102411.1/38197-38393	  197   [+1+] ACYM01102411.1/38197-38393 Malus x domestica MDC016529.125, whole genome shotgun sequence.
* Block 827 <=== 423	USER>>ACYM01095288.1/3109-3305	  197   [+2+] ACYM01095288.1/3109-3305 Malus x domestica MDC015085.369, whole genome shotgun sequence.
* Block 828 <=== 267	USER>>AB016889.1/46466-46658	  193   [+5+] AB016889.1/46466-46658 Arabidopsis thaliana genomic DNA, chromosome 3, P1 clone: MDJ14.
* Block 829 <=== 265	USER>>AEWC01044095.1/8036-7877	  160   [+0+] AEWC01044095.1/8036-7877 Solanum tuberosum scf00917_2, whole genome shotgun sequence.
* Block 830 <=== 259	USER>>ABXC01000748.1/3600-3418	  183   [+0+] ABXC01000748.1/3600-3418 Sorghum bicolor chromosome 1 SORBIchr_1_Cont748, whole genome shotgun sequence.
* Block 831 <=== 1153	USER>>AEKE02007249.1/154303-154407	  105   [+1+] AEKE02007249.1/154303-154407 Solanum lycopersicum SL2.40ct07240, whole genome shotgun sequence.
* Block 832 <=== 268	USER>>AEWC01030250.1/3570-3734	  165   [+1+] AEWC01030250.1/3570-3734 Solanum tuberosum scf00300_6, whole genome shotgun sequence.
* Block 833 <=== 1154	USER>>AANN01797467.1/2073-1958	  116   [+0+] AANN01797467.1/2073-1958 Erinaceus europaeus cont1.797466, whole genome shotgun sequence.
* Block 834 <=== 260	USER>>AC150204.30/21804-21647	  158   [+0+] AC150204.30/21804-21647 Medicago truncatula chromosome 8 clone mth2-69i3, complete sequence.
* Block 835 <=== 290	USER>>AC149293.21/71311-71118	  194   [+1+] AC149293.21/71311-71118 Medicago truncatula clone mth2-78c5, complete sequence.
* Block 836 <=== 1201	USER>>CAAA01066545.1/2274-2457	  184   [+4+] CAAA01066545.1/2274-2457 Mus musculus whole genome shotgun assembly contig 66544
* Block 837 <=== 257	USER>>AGQN01074448.1/6514-6696	  183   [+0+] AGQN01074448.1/6514-6696 Cannabis sativa strain Purple Kush scaffold12520_12, whole genome shotgun sequence.
* Block 838 <=== 295	USER>>CACC01002670.1/21453-21623	  171   [+0+] CACC01002670.1/21453-21623 Theobroma cacao, whole genome shotgun sequence, contig contig_2670
* Block 839 <=== 269	USER>>AEWC01030251.1/10296-10459	  164   [+0+] AEWC01030251.1/10296-10459 Solanum tuberosum scf00300_7, whole genome shotgun sequence.
* Block 840 <=== 1202	USER>>AANG01072643.1/2676-2490	  187   [+1+] AANG01072643.1/2676-2490 Felis catus cont1.072642, whole genome shotgun sequence.
* Block 841 <=== 1016	USER>>ACBE01228813.1/49-239	  191   [+0+] ACBE01228813.1/49-239 Felis catus c507602225.Contig1, whole genome shotgun sequence.
* Block 842 <=== 1017	USER>>AEYP01047977.1/23651-23831	  181   [+0+] AEYP01047977.1/23651-23831 Mustela putorius furo contig047977, whole genome shotgun sequence.
* Block 843 <=== 1812	USER>>ACFV01150337.1/32570-32389	  182   [+1+] ACFV01150337.1/32570-32389 Callithrix jacchus Contig538.34, whole genome shotgun sequence.
* Block 844 <=== 819	USER>>AAYZ01634150.1/282-475	  194   [+0+] AAYZ01634150.1/282-475 Ochotona princeps cont2.634149, whole genome shotgun sequence.
* Block 845 <=== 2354	USER>>AAIY01478306.1/1094-944	  151   [+0+] AAIY01478306.1/1094-944 Echinops telfairi cont1.478306, whole genome shotgun sequence.
* Block 846 <=== 2316	USER>>AAMC01049361.1/4974-4826	  149   [+0+] AAMC01049361.1/4974-4826 Xenopus (Silurana) tropicalis XENTRscaffold_166_Cont49361, whole genome shotgun sequence.
* Block 847 <=== 2287	USER>>AGKD01105037.1/2288-2469	  182   [+0+] AGKD01105037.1/2288-2469 Salmo salar Contig_105052, whole genome shotgun sequence.
* Block 848 <=== 2060	USER>>AAGV020469279.1/2896-2725	  172   [+0+] AAGV020469279.1/2896-2725 Dasypus novemcinctus cont2.469278, whole genome shotgun sequence.
* Block 849 <=== 2061	USER>>AAWT01070971.1/3028-3217	  190   [+1+] AAWT01070971.1/3028-3217 Schmidtea mediterranea strain S2F2 S_mediterranea_3.1_Cont6254.3, whole genome shotgun sequence.
* Block 850 <=== 202	USER>>AFTD01145716.1/60959-60776	  184   [+0+] AFTD01145716.1/60959-60776 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 851 <=== 2226	USER>>Z37973.1/1-173	  173   [+1+] Z37973.1/1-173 S.tuberosum gene encoding T2 snRNA.
* Block 852 <=== 1493	USER>>ABIM01022051.1/2931-2773	  159   [+0+] ABIM01022051.1/2931-2773 Carica papaya chromosome Tn contig_22083, whole genome shotgun sequence.
* Block 853 <=== 2051	USER>>AGCP01021579.1/539-415	  125   [+0+] AGCP01021579.1/539-415 Mnemiopsis leidyi c609701896.Contig1, whole genome shotgun sequence.
* Block 854 <=== 1798	USER>>AGCP01009353.1/1-167	  167   [+0+] AGCP01009353.1/1-167 Mnemiopsis leidyi c609800108.Contig1, whole genome shotgun sequence.
* Block 855 <=== 1181	USER>>AF095839.1/1586-1389	  198   [+0+] AF095839.1/1586-1389 Entosiphon sulcatum trans-spliced leader SL, 5S ribosomal RNA, T5 snRNA, T1 snRNA, and T2 snRNA genes, complete sequence.
* Block 856 <=== 1179	USER>>BACK01018387.1/14179-14006	  174   [+0+] BACK01018387.1/14179-14006 Acropora digitifera DNA, contig: adi_contig_Scaffold421_18387.
* Block 857 <=== 1180	USER>>ABNT01058343.1/96-1	   96   [+0+] ABNT01058343.1/96-1 Coral metagenome 40040111, whole genome shotgun sequence.
* Block 858 <=== 1178	USER>>ABNT01058821.1/1-95	   95   [+2+] ABNT01058821.1/1-95 Coral metagenome 39921383, whole genome shotgun sequence.
* Block 859 <=== 1175	USER>>BACK01002901.1/24844-24666	  179   [+0+] BACK01002901.1/24844-24666 Acropora digitifera DNA, contig: adi_contig_Scaffold34_2901.
* Block 860 <=== 1174	USER>>BACK01002896.1/3691-3817	  127   [+5+] BACK01002896.1/3691-3817 Acropora digitifera DNA, contig: adi_contig_Scaffold34_2896.
* Block 861 <=== 1172	USER>>BACK01045687.1/16820-16640	  181   [+3+] BACK01045687.1/16820-16640 Acropora digitifera DNA, contig: adi_contig_Scaffold2276_45687.
* Block 862 <=== 1170	USER>>BACK01008776.1/5809-5618	  192   [+41+] BACK01008776.1/5809-5618 Acropora digitifera DNA, contig: adi_contig_Scaffold145_8776.
* Block 863 <=== 1169	USER>>ABAV01034023.1/1531-1347	  185   [+0+] ABAV01034023.1/1531-1347 Nematostella vectensis strain CH2 x CH6 NEMVEscaffold_927_Cont34023, whole genome shotgun sequence.
* Block 864 <=== 1166	USER>>ABAV01043747.1/1832-1644	  189   [+1+] ABAV01043747.1/1832-1644 Nematostella vectensis strain CH2 x CH6 NEMVEscaffold_2994_Cont43747, whole genome shotgun sequence.
* Block 865 <=== 1168	USER>>ABAV01007608.1/836-629	  208   [+1+] ABAV01007608.1/836-629 Nematostella vectensis strain CH2 x CH6 NEMVEscaffold_48_Cont7608, whole genome shotgun sequence.
* Block 866 <=== 1845	USER>>ABAV01051754.1/906-779	  128   [+0+] ABAV01051754.1/906-779 Nematostella vectensis strain CH2 x CH6 NEMVEscaffold_6664_Cont51754, whole genome shotgun sequence.
