 seedlen = 0 lowscore = 0
Mutation Data Matrix (120 PAMs)
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 8
Residue identity scores 10
ARNDCQEGHILKMFPSTWYVBZX
matrix constant = 0

100000 sequences to be read in length range 50 -> 500

Calculating peptide table based on length 6
Reading user file of seq.s: final.seq
 user_in = 1
End of user sequences
2985 sequences read into 2985 blocks, (2985 are keyed)


 ****** CYCLE 0 ******
Minimum score held = 20
Top 3 scores held per sequence
Sequences in the range 1<Dij<100 scored
Adjacent sequences scored with bonus of 10
33436 pairs collected
34752
 npairs = 34752
pre_order  npairs = 34752
 malloc OK
reorder  malloc OK done
preorder  new block mallock OK
cluster_pairs total list_alloc = 680
pack_lists 2884/2985 blocks moved

New sequence order is:
* Block 0 <=== 1	USER>SEED:>RF00004	  111   [+0+] 2lkr_A mol na length 111  RNA (111-MER)
* Block 758 <=== 892	USER>>AADB02341147.1/412-548	  137   [+5+] AADB02341147.1/412-548 Homo sapiens chromosome Tn CRA_219000002032648, whole genome shotgun sequence.
* Block 759 <=== 806	USER>>ABBA01034173.1/2183-2319	  137   [+7+] ABBA01034173.1/2183-2319 Homo sapiens CTG_1103276996869, whole genome shotgun sequence.
* Block 760 <=== 868	USER>>AADA01133880.1/5949-6085	  137   [+1+] AADA01133880.1/5949-6085 Pan troglodytes ctg_133879, whole genome shotgun sequence.
* Block 761 <=== 859	USER>>AANG01458392.1/2841-2926	   86   [+1+] AANG01458392.1/2841-2926 Felis catus cont1.458391, whole genome shotgun sequence.
* Block 762 <=== 948	USER>>ABRT010736312.1/864-974	  111   [+0+] ABRT010736312.1/864-974 Tarsius syrichta cont1.736311, whole genome shotgun sequence.
* Block 763 <=== 981	USER>>AAKN02040221.1/20040-20141	  102   [+0+] AAKN02040221.1/20040-20141 Cavia porcellus strain inbred line 2N cont2.40220, whole genome shotgun sequence.
* Block 764 <=== 980	USER>>AAIY01101671.1/120-34	   87   [+0+] AAIY01101671.1/120-34 Echinops telfairi cont1.101670, whole genome shotgun sequence.
* Block 765 <=== 949	USER>>CAEC01447923.1/4667-4563	  105   [+0+] CAEC01447923.1/4667-4563 Macaca fascicularis, whole genome shotgun sequence, contig chr4_04243
* Block 766 <=== 915	USER>>AEKP01033667.1/1462-1379	   84   [+0+] AEKP01033667.1/1462-1379 Homo sapiens cont1.33666, whole genome shotgun sequence.
* Block 767 <=== 890	USER>>AACZ03046837.1/13072-13173	  102   [+1+] AACZ03046837.1/13072-13173 Pan troglodytes chromosome 6 Contig15.301, whole genome shotgun sequence.
* Block 768 <=== 916	USER>>ABSL01046494.1/5228-5311	   84   [+5+] ABSL01046494.1/5228-5311 Homo sapiens CTG_1112749581516, whole genome shotgun sequence.
* Block 769 <=== 893	USER>>ACBE01502437.1/650-556	   95   [+2+] ACBE01502437.1/650-556 Felis catus c568802771.Contig1, whole genome shotgun sequence.
* Block 770 <=== 889	USER>>AC084507.1/7022-6898	  125   [+1+] AC084507.1/7022-6898 Caenorhabditis briggsae cosmid G15B09, complete sequence.
* Block 771 <=== 747	USER>>AC202335.26/78117-77989	  129   [+0+] AC202335.26/78117-77989 Medicago truncatula clone mth2-179j17, complete sequence.
* Block 772 <=== 956	USER>>AEYP01001069.1/31355-31492	  138   [+0+] AEYP01001069.1/31355-31492 Mustela putorius furo contig001069, whole genome shotgun sequence.
* Block 773 <=== 871	USER>>ABDC01077511.1/3280-3179	  102   [+0+] ABDC01077511.1/3280-3179 Microcebus murinus cont1.77510, whole genome shotgun sequence.
* Block 774 <=== 870	USER>>AFSB01106547.1/5445-5342	  104   [+0+] AFSB01106547.1/5445-5342 Heterocephalus glaber contig106547, whole genome shotgun sequence.
* Block 775 <=== 955	USER>>ACFV01008111.1/13891-13763	  129   [+0+] ACFV01008111.1/13891-13763 Callithrix jacchus Contig5.333, whole genome shotgun sequence.
* Block 776 <=== 960	USER>>AAPN01111352.1/13613-13520	   94   [+0+] AAPN01111352.1/13613-13520 Ornithorhynchus anatinus Cont666.73, whole genome shotgun sequence.
* Block 777 <=== 750	USER>>AAGE02021342.1/1087-1199	  113   [+0+] AAGE02021342.1/1087-1199 Aedes aegypti strain Liverpool cont1.21342, whole genome shotgun sequence.
* Block 778 <=== 903	USER>>AGKD01016044.1/5017-5134	  118   [+0+] AGKD01016044.1/5017-5134 Salmo salar Contig_016045, whole genome shotgun sequence.
* Block 779 <--- 536	USER>>AATT01000137.1/7009-7105	   97   [+0+] AATT01000137.1/7009-7105 Phytophthora infestans T30-4 cont1.137, whole genome shotgun sequence.
* Block 780 <=== 777	USER>>AAGW02011930.1/72168-72301	  134   [+0+] AAGW02011930.1/72168-72301 Oryctolagus cuniculus cont2.11929, whole genome shotgun sequence.
* Block 781 <=== 689	USER>>AANN01306914.1/322-417	   96   [+0+] AANN01306914.1/322-417 Erinaceus europaeus cont1.306913, whole genome shotgun sequence.
* Block 782 <=== 673	USER>>ABDC01467523.1/181-45	  137   [+0+] ABDC01467523.1/181-45 Microcebus murinus cont1.467522, whole genome shotgun sequence.
* Block 783 <=== 674	USER>>AAGW02059191.1/9566-9689	  124   [+0+] AAGW02059191.1/9566-9689 Oryctolagus cuniculus cont2.59190, whole genome shotgun sequence.
* Block 784 <=== 623	USER>>ABRP01288528.1/4992-5125	  134   [+0+] ABRP01288528.1/4992-5125 Pteropus vampyrus cont1.288527, whole genome shotgun sequence.
* Block 785 <=== 624	USER>>AAGW02074600.1/126218-126321	  104   [+0+] AAGW02074600.1/126218-126321 Oryctolagus cuniculus cont2.74599, whole genome shotgun sequence.
* Block 786 <=== 707	USER>>AAGW02055749.1/192-313	  122   [+0+] AAGW02055749.1/192-313 Oryctolagus cuniculus cont2.55748, whole genome shotgun sequence.
* Block 787 <=== 708	USER>>ABDC01288716.1/473-584	  112   [+0+] ABDC01288716.1/473-584 Microcebus murinus cont1.288715, whole genome shotgun sequence.
* Block 788 <=== 709	USER>>CAEC01583634.1/6022-5891	  132   [+2+] CAEC01583634.1/6022-5891 Macaca fascicularis, whole genome shotgun sequence, contig chr7_15339
* Block 789 <=== 770	USER>>AALT01220067.1/247-120	  128   [+0+] AALT01220067.1/247-120 Sorex araneus cont1.220066, whole genome shotgun sequence.
* Block 790 <=== 769	USER>>AEYP01008789.1/30190-30283	   94   [+0+] AEYP01008789.1/30190-30283 Mustela putorius furo contig008789, whole genome shotgun sequence.
* Block 791 <=== 848	USER>>ACTA01162183.1/1646-1745	  100   [+0+] ACTA01162183.1/1646-1745 Ailuropoda melanoleuca scaffold904_49, whole genome shotgun sequence.
* Block 792 <=== 847	USER>>AALT01173904.1/1931-1837	   95   [+0+] AALT01173904.1/1931-1837 Sorex araneus cont1.173903, whole genome shotgun sequence.
* Block 793 <=== 809	USER>>AAGW02044631.1/1468-1339	  130   [+0+] AAGW02044631.1/1468-1339 Oryctolagus cuniculus cont2.44630, whole genome shotgun sequence.
* Block 794 <=== 730	USER>>AALT01270185.1/2-118	  117   [+0+] AALT01270185.1/2-118 Sorex araneus cont1.270184, whole genome shotgun sequence.
* Block 795 <=== 686	USER>>AANT01235654.1/13330-13193	  138   [+3+] AANT01235654.1/13330-13193 Macaca mulatta 1099214600436, whole genome shotgun sequence.
* Block 796 <=== 675	USER>>AC110615.3/57179-57064	  116   [+7+] AC110615.3/57179-57064 Homo sapiens BAC clone RP11-556N4 from 4, complete sequence.
* Block 797 <=== 774	USER>>AANN01570658.1/684-591	   94   [+0+] AANN01570658.1/684-591 Erinaceus europaeus cont1.570657, whole genome shotgun sequence.
* Block 798 <=== 761	USER>>AAYZ01052078.1/5984-5856	  129   [+0+] AAYZ01052078.1/5984-5856 Ochotona princeps cont2.52077, whole genome shotgun sequence.
* Block 799 <=== 922	USER>>AANT01219980.1/48264-48165	  100   [+0+] AANT01219980.1/48264-48165 Macaca mulatta 1099214657606, whole genome shotgun sequence.
* Block 800 <=== 862	USER>>CAEC01299916.1/3134-3034	  101   [+1+] CAEC01299916.1/3134-3034 Macaca fascicularis, whole genome shotgun sequence, contig chr1_30399
* Block 801 <=== 906	USER>>AEHK01158659.1/2609-2509	  101   [+0+] AEHK01158659.1/2609-2509 Macaca mulatta contig158659, whole genome shotgun sequence.
* Block 802 <=== 681	USER>>AFSB01048570.1/16771-16669	  103   [+1+] AFSB01048570.1/16771-16669 Heterocephalus glaber contig48570, whole genome shotgun sequence.
* Block 803 <=== 661	USER>>AAGW02001960.1/46638-46536	  103   [+0+] AAGW02001960.1/46638-46536 Oryctolagus cuniculus cont2.1959, whole genome shotgun sequence.
* Block 804 <=== 719	USER>>AAGW02058478.1/12167-12049	  119   [+0+] AAGW02058478.1/12167-12049 Oryctolagus cuniculus cont2.58477, whole genome shotgun sequence.
* Block 805 <=== 905	USER>>AEHK01357509.1/506-401	  106   [+2+] AEHK01357509.1/506-401 Macaca mulatta contig357509, whole genome shotgun sequence.
* Block 806 <=== 835	USER>>AAKN02017536.1/64812-64693	  120   [+0+] AAKN02017536.1/64812-64693 Cavia porcellus strain inbred line 2N cont2.17535, whole genome shotgun sequence.
* Block 807 <=== 834	USER>>ACFV01135924.1/20917-20811	  107   [+0+] ACFV01135924.1/20917-20811 Callithrix jacchus Contig399.102, whole genome shotgun sequence.
* Block 808 <=== 732	USER>>ACFV01025658.1/11679-11546	  134   [+0+] ACFV01025658.1/11679-11546 Callithrix jacchus Contig23.793, whole genome shotgun sequence.
* Block 809 <=== 771	USER>>AEHK01045739.1/707-575	  133   [+0+] AEHK01045739.1/707-575 Macaca mulatta contig45739, whole genome shotgun sequence.
* Block 810 <=== 731	USER>>ABRT011082249.1/105-210	  106   [+0+] ABRT011082249.1/105-210 Tarsius syrichta cont1.1082248, whole genome shotgun sequence.
* Block 811 <=== 654	USER>>AANT01178312.1/5928-5828	  101   [+1+] AANT01178312.1/5928-5828 Macaca mulatta 1099214622120, whole genome shotgun sequence.
* Block 812 <=== 653	USER>>AGCE01112745.1/116175-116298	  124   [+0+] AGCE01112745.1/116175-116298 Saimiri boliviensis boliviensis contig112745, whole genome shotgun sequence.
* Block 813 <=== 729	USER>>AAGW02023772.1/13519-13646	  128   [+0+] AAGW02023772.1/13519-13646 Oryctolagus cuniculus cont2.23771, whole genome shotgun sequence.
* Block 814 <=== 652	USER>>ABDC01257114.1/4104-3995	  110   [+0+] ABDC01257114.1/4104-3995 Microcebus murinus cont1.257113, whole genome shotgun sequence.
* Block 815 <=== 651	USER>>AALT01068743.1/1353-1462	  110   [+0+] AALT01068743.1/1353-1462 Sorex araneus cont1.068742, whole genome shotgun sequence.
* Block 816 <=== 650	USER>>AAGW02046596.1/1265-1369	  105   [+0+] AAGW02046596.1/1265-1369 Oryctolagus cuniculus cont2.46595, whole genome shotgun sequence.
* Block 817 <=== 783	USER>>AANG01540737.1/2547-2420	  128   [+1+] AANG01540737.1/2547-2420 Felis catus cont1.540736, whole genome shotgun sequence.
* Block 818 <=== 782	USER>>AAYZ01104927.1/4515-4633	  119   [+0+] AAYZ01104927.1/4515-4633 Ochotona princeps cont2.104926, whole genome shotgun sequence.
* Block 819 <=== 819	USER>>AAVX01056606.1/740-840	  101   [+0+] AAVX01056606.1/740-840 Callorhinchus milii scaf_1099306917057, whole genome shotgun sequence.
* Block 820 <=== 688	USER>>ABRN01218454.1/242-363	  122   [+0+] ABRN01218454.1/242-363 Tursiops truncatus cont1.218453, whole genome shotgun sequence.
* Block 821 <=== 583	USER>>ACBE01071437.1/568-691	  124   [+0+] ACBE01071437.1/568-691 Felis catus c466001531.Contig1, whole genome shotgun sequence.
* Block 822 <=== 555	USER>>ABRR01225751.1/6180-6280	  101   [+0+] ABRR01225751.1/6180-6280 Vicugna pacos cont1.225750, whole genome shotgun sequence.
* Block 823 <=== 554	USER>>AAGV020905548.1/633-762	  130   [+0+] AAGV020905548.1/633-762 Dasypus novemcinctus cont2.905547, whole genome shotgun sequence.
* Block 824 <=== 578	USER>>AANG01463526.1/1037-1137	  101   [+1+] AANG01463526.1/1037-1137 Felis catus cont1.463525, whole genome shotgun sequence.
* Block 825 <=== 579	USER>>AAPE02029359.1/99146-99040	  107   [+0+] AAPE02029359.1/99146-99040 Myotis lucifugus cont2.29358, whole genome shotgun sequence.
* Block 826 <=== 580	USER>>AAGW02022599.1/1020-903	  118   [+0+] AAGW02022599.1/1020-903 Oryctolagus cuniculus cont2.22598, whole genome shotgun sequence.
* Block 827 <=== 691	USER>>AANN01382954.1/472-602	  131   [+0+] AANN01382954.1/472-602 Erinaceus europaeus cont1.382953, whole genome shotgun sequence.
* Block 828 <=== 773	USER>>AFSB01087863.1/10750-10625	  126   [+0+] AFSB01087863.1/10750-10625 Heterocephalus glaber contig87863, whole genome shotgun sequence.
* Block 829 <=== 706	USER>>AAGW02024418.1/45413-45276	  138   [+0+] AAGW02024418.1/45413-45276 Oryctolagus cuniculus cont2.24417, whole genome shotgun sequence.
* Block 830 <=== 794	USER>>AACY021438423.1/760-867	  108   [+0+] AACY021438423.1/760-867 Marine metagenome 1092343143067, whole genome shotgun sequence.
* Block 831 <=== 1120	USER>>CR847786.13/3738-3849	  112   [+1+] CR847786.13/3738-3849 Zebrafish DNA sequence from clone DKEYP-9B4 in linkage group 13 Contains the 5' end of the gene for a novel protein similar to H.sapiens ANAPC1, anaphase promoting complex 
* Block 832 <=== 1119	USER>>AAPN01399046.1/895-801	   95   [+1+] AAPN01399046.1/895-801 Ornithorhynchus anatinus Cont103467.1, whole genome shotgun sequence.
* Block 833 <=== 1030	USER>>AAFR03025993.1/62534-62630	   97   [+0+] AAFR03025993.1/62534-62630 Monodelphis domestica cont3.025992, whole genome shotgun sequence.
* Block 834 <=== 932	USER>>ABLF02018095.1/542-669	  128   [+0+] ABLF02018095.1/542-669 Acyrthosiphon pisum strain LSR1 Contig18518, whole genome shotgun sequence.
* Block 835 <=== 1058	USER>>ABRQ01019831.1/8486-8360	  127   [+0+] ABRQ01019831.1/8486-8360 Procavia capensis cont1.19830, whole genome shotgun sequence.
* Block 836 <=== 762	USER>>ACFV01093662.1/24462-24366	   97   [+0+] ACFV01093662.1/24462-24366 Callithrix jacchus Contig173.88, whole genome shotgun sequence.
* Block 837 <=== 1113	USER>>AFSB01041525.1/16954-17062	  109   [+0+] AFSB01041525.1/16954-17062 Heterocephalus glaber contig41525, whole genome shotgun sequence.
* Block 838 <=== 1053	USER>>AANG01362746.1/712-835	  124   [+1+] AANG01362746.1/712-835 Felis catus cont1.362745, whole genome shotgun sequence.
* Block 839 <=== 989	USER>>AAQQ01716272.1/363-237	  127   [+0+] AAQQ01716272.1/363-237 Spermophilus tridecemlineatus cont1.716271, whole genome shotgun sequence.
* Block 840 <=== 988	USER>>ADFV01083667.1/7995-8093	   99   [+0+] ADFV01083667.1/7995-8093 Nomascus leucogenys contig_123674, whole genome shotgun sequence.
* Block 841 <=== 1070	USER>>AALT01323983.1/205-314	  110   [+0+] AALT01323983.1/205-314 Sorex araneus cont1.323982, whole genome shotgun sequence.
* Block 842 <=== 1114	USER>>AAWR02036677.1/37813-37685	  129   [+0+] AAWR02036677.1/37813-37685 Equus caballus cont2.36676, whole genome shotgun sequence.
* Block 843 <=== 1128	USER>>AAKN02029512.1/61961-61838	  124   [+0+] AAKN02029512.1/61961-61838 Cavia porcellus strain inbred line 2N cont2.29511, whole genome shotgun sequence.
* Block 844 <=== 1148	USER>>AADA01124787.1/17915-18015	  101   [+0+] AADA01124787.1/17915-18015 Pan troglodytes ctg_124786, whole genome shotgun sequence.
* Block 845 <=== 1124	USER>>AACZ03049442.1/6797-6697	  101   [+0+] AACZ03049442.1/6797-6697 Pan troglodytes chromosome 6 Contig207.29, whole genome shotgun sequence.
* Block 846 <=== 1123	USER>>AEYP01015202.1/16884-16769	  116   [+0+] AEYP01015202.1/16884-16769 Mustela putorius furo contig015202, whole genome shotgun sequence.
* Block 847 <=== 1122	USER>>AGCE01037085.1/46969-47071	  103   [+0+] AGCE01037085.1/46969-47071 Saimiri boliviensis boliviensis contig037085, whole genome shotgun sequence.
* Block 848 <=== 1071	USER>>AACZ03115326.1/7390-7492	  103   [+8+] AACZ03115326.1/7390-7492 Pan troglodytes chromosome 18 Contig214.40, whole genome shotgun sequence.
* Block 849 <=== 1013	USER>>AFTD01062024.1/5723-5598	  126   [+0+] AFTD01062024.1/5723-5598 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 850 <=== 1049	USER>>AAGW02008997.1/27050-27160	  111   [+0+] AAGW02008997.1/27050-27160 Oryctolagus cuniculus cont2.8996, whole genome shotgun sequence.
* Block 851 <=== 756	USER>>AAWR02021473.1/313780-313677	  104   [+0+] AAWR02021473.1/313780-313677 Equus caballus cont2.21472, whole genome shotgun sequence.
* Block 852 <=== 837	USER>>AAGW02008948.1/13830-13942	  113   [+0+] AAGW02008948.1/13830-13942 Oryctolagus cuniculus cont2.8947, whole genome shotgun sequence.
* Block 853 <=== 1014	USER>>AAEX03008432.1/263347-263248	  100   [+1+] AAEX03008432.1/263347-263248 Canis lupus familiaris cont3.8432, whole genome shotgun sequence.
* Block 854 <=== 833	USER>>AAGW02029151.1/15578-15693	  116   [+0+] AAGW02029151.1/15578-15693 Oryctolagus cuniculus cont2.29150, whole genome shotgun sequence.
* Block 855 <=== 925	USER>>AACN010902432.1/375-490	  116   [+1+] AACN010902432.1/375-490 Canis familiaris ctg19866850823943, whole genome shotgun sequence.
* Block 856 <=== 826	USER>>AFTD01113337.1/50058-50174	  117   [+0+] AFTD01113337.1/50058-50174 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 857 <=== 832	USER>>AFTD01260492.1/1005-1121	  117   [+0+] AFTD01260492.1/1005-1121 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 858 <=== 831	USER>>AAIY01149676.1/1012-897	  116   [+0+] AAIY01149676.1/1012-897 Echinops telfairi cont1.149675, whole genome shotgun sequence.
* Block 859 <=== 836	USER>>AAGW02020431.1/87816-87929	  114   [+0+] AAGW02020431.1/87816-87929 Oryctolagus cuniculus cont2.20430, whole genome shotgun sequence.
* Block 860 <=== 753	USER>>AAGW02015727.1/17618-17519	  100   [+0+] AAGW02015727.1/17618-17519 Oryctolagus cuniculus cont2.15726, whole genome shotgun sequence.
* Block 861 <=== 755	USER>>AAQR03085917.1/14347-14460	  114   [+0+] AAQR03085917.1/14347-14460 Otolemur garnettii contig085917, whole genome shotgun sequence.
* Block 862 <=== 754	USER>>ABRP01000339.1/5576-5440	  137   [+0+] ABRP01000339.1/5576-5440 Pteropus vampyrus cont1.338, whole genome shotgun sequence.
* Block 863 <=== 757	USER>>ABGA01300749.1/5222-5112	  111   [+0+] ABGA01300749.1/5222-5112 Pongo abelii chromosome 6 P_pygmaeus2.0.2_Contig813.93, whole genome shotgun sequence.
* Block 864 <=== 759	USER>>CABD02312395.1/4396-4286	  111   [+0+] CABD02312395.1/4396-4286 Gorilla gorilla gorilla whole genome shotgun sequence assembly, chr6_15474730_3369514.380
* Block 865 <=== 758	USER>>AAPN01209494.1/3250-3367	  118   [+0+] AAPN01209494.1/3250-3367 Ornithorhynchus anatinus Cont10032.3, whole genome shotgun sequence.
* Block 866 <=== 749	USER>>DAAB013824335.1/1-100	  100   [+0+] DAAB013824335.1/1-100 TPA: Homo sapiens contig3824335, whole genome shotgun sequence.
* Block 867 <=== 685	USER>>AAGW02018982.1/52426-52311	  116   [+0+] AAGW02018982.1/52426-52311 Oryctolagus cuniculus cont2.18981, whole genome shotgun sequence.
* Block 868 <=== 736	USER>>ADDF012894013.1/130-1	  130   [+0+] ADDF012894013.1/130-1 Homo sapiens contig2894013, whole genome shotgun sequence.
* Block 869 <=== 748	USER>>AEQT010465165.1/130-219	   90   [+0+] AEQT010465165.1/130-219 Python molurus contig24516228, whole genome shotgun sequence.
* Block 870 <=== 739	USER>>AAQR03002300.1/27108-26986	  123   [+0+] AAQR03002300.1/27108-26986 Otolemur garnettii contig002300, whole genome shotgun sequence.
* Block 871 <=== 738	USER>>AAPE02019380.1/3567-3675	  109   [+0+] AAPE02019380.1/3567-3675 Myotis lucifugus cont2.19379, whole genome shotgun sequence.
* Block 872 <=== 585	USER>>AAKN02038870.1/135625-135499	  127   [+0+] AAKN02038870.1/135625-135499 Cavia porcellus strain inbred line 2N cont2.38869, whole genome shotgun sequence.
* Block 873 <=== 584	USER>>AAGW02014560.1/849-729	  121   [+0+] AAGW02014560.1/849-729 Oryctolagus cuniculus cont2.14559, whole genome shotgun sequence.
* Block 874 <=== 638	USER>>AFTD01103251.1/16533-16428	  106   [+0+] AFTD01103251.1/16533-16428 Cricetulus griseus cell line CHO-K1, whole genome shotgun sequence.
* Block 875 <--- 590	USER>>BAAE01318948.1/1-130	  130   [+0+] BAAE01318948.1/1-130 Oryzias latipes DNA, contig319050 in scaffold55303, strain: HNI.
* Block 876 <=== 1022	USER>>AFAN01000020.1/4640307-4640193	  115   [+0+] AFAN01000020.1/4640307-4640193 Eutrema parvulum chromosome 5 chr5-1-c7, whole genome shotgun sequence.
* Block 877 <=== 1021	USER>>ABBA01021109.1/8357-8256	  102   [+6+] ABBA01021109.1/8357-8256 Homo sapiens CTG_1103276944232, whole genome shotgun sequence.
* Block 878 <=== 983	USER>>ACFV01132355.1/5127-5018	  110   [+0+] ACFV01132355.1/5127-5018 Callithrix jacchus Contig372.36, whole genome shotgun sequence.
* Block 879 <=== 1020	USER>>AGCE01085618.1/3649-3543	  107   [+0+] AGCE01085618.1/3649-3543 Saimiri boliviensis boliviensis contig085618, whole genome shotgun sequence.
* Block 880 <=== 974	USER>>ACBE01422038.1/12789-12900	  112   [+1+] ACBE01422038.1/12789-12900 Felis catus c471401205.Contig2, whole genome shotgun sequence.
* Block 881 <=== 921	USER>>AAQR03196785.1/790-693	   98   [+0+] AAQR03196785.1/790-693 Otolemur garnettii contig196785, whole genome shotgun sequence.
* Block 882 <=== 927	USER>>AAQR03076215.1/3581-3678	   98   [+0+] AAQR03076215.1/3581-3678 Otolemur garnettii contig076215, whole genome shotgun sequence.
* Block 883 <=== 887	USER>>ABRT010621400.1/1991-1868	  124   [+0+] ABRT010621400.1/1991-1868 Tarsius syrichta cont1.621399, whole genome shotgun sequence.
* Block 884 <=== 886	USER>>AAYZ01695575.1/285-393	  109   [+0+] AAYZ01695575.1/285-393 Ochotona princeps cont2.695574, whole genome shotgun sequence.
* Block 885 <=== 875	USER>>AGCE01039371.1/19268-19400	  133   [+0+] AGCE01039371.1/19268-19400 Saimiri boliviensis boliviensis contig039371, whole genome shotgun sequence.
* Block 886 <=== 936	USER>>AAYZ01247762.1/963-862	  102   [+0+] AAYZ01247762.1/963-862 Ochotona princeps cont2.247761, whole genome shotgun sequence.
